,5-11 active infected absolute,,,12-15 active infected absolute,,,16-19 active infected absolute,,,20-29 active infected absolute,,,30-39 active infected absolute,,,40-49 active infected absolute,,,50-59 active infected absolute,,,60-69 active infected absolute,,,70-79 active infected absolute,,,80-89 active infected absolute,,,90+ active infected absolute,,,5-11 active infected normalized,,,12-15 active infected normalized,,,16-19 active infected normalized,,,20-29 active infected normalized,,,30-39 active infected normalized,,,40-49 active infected normalized,,,50-59 active infected normalized,,,60-69 active infected normalized,,,70-79 active infected normalized,,,80-89 active infected normalized,,,90+ active infected normalized,,,5-11 serious condition absolute,,,12-15 serious condition absolute,,,16-19 serious condition absolute,,,20-29 serious condition absolute,,,30-39 serious condition absolute,,,40-49 serious condition absolute,,,50-59 serious condition absolute,,,60-69 serious condition absolute,,,70-79 serious condition absolute,,,80-89 serious condition absolute,,,90+ serious condition absolute,,,5-11 serious condition normalized,,,12-15 serious condition normalized,,,16-19 serious condition normalized,,,20-29 serious condition normalized,,,30-39 serious condition normalized,,,40-49 serious condition normalized,,,50-59 serious condition normalized,,,60-69 serious condition normalized,,,70-79 serious condition normalized,,,80-89 serious condition normalized,,,90+ serious condition normalized,,
2021-12-13T04:33:26.150Z,0,0,1943,102,0,355,51,38,105,128,112,202,286,176,232,234,116,181,115,37,108,82,29,69,48,15,32,21,5,23,2,2,6,0,0,173.3,28.7,0,141,13.7,46.1,88.1,14.9,50.3,101.2,34.5,87.6,157.9,28.1,81.3,159.3,16.5,41.1,142.6,12.9,58.4,122.8,10.4,55.9,95.6,10.4,29.3,132.9,4.6,27.1,94.2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,6,1,0,15,1,1,17,2,4,14,4,2,5,3,0,4,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.4,1,0,0,4.1,0.1,0,13.2,0.1,1.1,22.4,0.3,8,24.9,0.9,7.5,14.9,1.5,0,23.1,0,13.6,15.7
2021-12-13T16:03:15.117Z,0,0,2041,106,0,357,55,37,111,141,119,211,301,181,239,247,125,181,118,38,111,83,29,70,50,12,30,22,5,20,2,2,5,0,0,182.4,29.8,0,141.8,14.8,44.9,93.2,16.4,53.5,105.8,36.3,90.2,162.8,29.6,87.7,159.4,16.9,42.3,146.6,13.1,58.4,124.6,10.8,44.8,89.6,10.9,29.3,115.6,4.6,27.2,78.5,0,0,0,0,0,0,0,0,1,0,1,2,0,0,7,0,1,14,1,1,18,3,3,16,4,2,7,4,0,4,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.4,1,0,0,4.8,0,0.7,12.3,0.1,1.1,23.8,0.5,6,28.5,0.9,7.5,20.9,2,0,23.1,0,13.6,15.7
2021-12-13T20:01:16.170Z,0,0,2051,108,0,354,54,36,111,143,121,211,306,183,241,248,125,183,116,38,110,84,28,71,51,12,30,23,5,20,2,2,5,0,0,183.8,30.4,0,140.7,14.5,43.9,93.3,16.6,54.6,105.9,36.9,91.4,164.3,29.7,87.9,161.2,16.6,42.4,145.4,13.2,56.5,126.5,11,44.9,89.7,11.4,29.4,115.6,4.6,27.2,78.5,0,0,0,0,0,0,0,0,1,0,1,2,0,0,7,0,1,14,1,1,18,3,3,16,4,2,7,4,0,4,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,4.8,0,0.7,12.3,0.1,1.1,23.8,0.5,6.1,28.5,0.9,7.5,20.9,2,0,23.1,0,13.6,15.7
2021-12-14T05:30:32.500Z,0,0,2154,105,0,356,54,36,113,162,127,213,317,186,242,257,129,182,119,39,109,88,27,75,52,12,30,24,5,20,2,2,5,0,0,193,29.5,0,141.4,14.5,43.9,94.9,18.8,57.2,106.9,38.2,92.8,164.9,30.8,90.7,160.4,17.1,43.5,144.2,13.9,54.5,133.6,11.2,44.8,90,11.9,29.4,115.9,4.6,27.2,78.9,0,0,0,0,0,0,0,0,1,0,1,1,0,0,7,0,1,14,1,1,18,2,3,15,4,2,6,4,0,4,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.5,0.5,0,0,4.8,0,0.7,12.3,0.1,1.1,23.8,0.3,6.1,26.7,0.9,7.5,18,2,0,23.2,0,13.6,15.8
2021-12-14T16:01:40.160Z,0,0,2155,110,0,363,56,37,116,166,131,221,315,191,240,267,127,184,123,41,105,91,30,74,53,10,30,23,5,21,2,2,5,0,0,193.6,30.9,0,144.2,15.1,45.2,97.5,19.3,59.2,111.1,37.9,95.6,163.7,32,89.5,162.3,17.6,45.8,139,14.3,60.7,131.9,11.4,37.4,90.1,11.4,29.4,121.7,4.6,27.2,78.9,0,0,0,0,0,0,0,0,1,0,1,2,0,0,7,0,1,14,1,1,18,2,3,14,3,2,7,3,0,5,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,4.8,0,0.7,12.4,0.1,1.1,23.8,0.3,6.1,25,0.6,7.5,21,1.5,0,29,0,13.6,15.8
2021-12-14T21:43:30.403Z,0,0,2181,118,0,365,58,39,119,179,132,224,318,191,243,271,128,184,122,42,107,92,31,77,55,10,30,23,4,21,3,2,5,0,0,196.1,33.2,0,145.1,15.6,47.7,100.1,20.8,59.7,112.6,38.3,95.6,165.8,32.5,90.2,162.3,17.5,47,141.7,14.5,62.7,137.3,11.9,37.4,90.1,11.4,23.5,121.7,6.9,27.2,78.9,0,0,0,0,0,0,0,0,1,0,1,2,0,0,7,0,1,14,1,1,18,2,3,14,3,2,7,3,0,5,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,4.8,0,0.7,12.4,0.1,1.1,23.8,0.3,6.1,25,0.6,7.5,21,1.5,0,29,0,13.6,15.8
2021-12-15T05:03:01.877Z,0,0,2216,125,0,367,58,39,116,192,136,226,326,197,245,287,134,193,127,39,109,96,31,77,59,10,32,23,5,21,3,2,5,0,0,199.7,35.1,0,145.8,15.6,47.8,97.6,22.2,61.5,113.6,39.2,98.7,167.3,34.4,94.5,170.4,18.2,43.6,144.5,15.1,62.7,137.4,12.7,37.5,96.4,11.4,29.4,122.2,6.9,27.2,79.2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,1,14,1,1,15,3,3,13,4,2,5,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0.5,0.5,0,0,3.4,0,0.7,12.4,0.1,1.1,19.9,0.5,6.1,23.2,0.9,7.5,15.1,1.5,0,23.3,0,0,15.8
2021-12-15T15:56:33.413Z,0,0,2139,124,0,358,60,37,122,203,135,223,334,189,255,295,130,190,132,39,108,94,29,75,60,8,31,23,5,20,2,3,5,0,0,193.1,34.9,0,142.3,16.1,45.5,102.7,23.5,61.2,112.2,40.2,94.9,174.3,35.3,91.9,167.9,18.9,43.7,143.3,14.8,58.8,133.9,12.9,30,93.5,11.4,29.5,116.4,4.6,40.8,79.2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,5,0,1,13,1,1,17,2,3,14,3,2,5,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,3.4,0,0.7,11.5,0.1,1.1,22.6,0.3,6.1,25,0.6,7.5,15.1,1.5,0,29.1,0,0,15.8
2021-12-16T04:57:09.440Z,0,0,2150,126,0,355,63,38,135,211,137,233,351,197,252,309,124,195,140,41,106,101,30,72,61,9,31,24,5,21,2,4,5,0,0,194.7,35.4,0,141.2,16.9,46.8,113.7,24.4,62.2,117.4,42.2,99.1,172.4,37,87.7,172.5,20.1,46,140.9,15.9,60.8,128.5,13.2,33.8,93.9,11.9,29.5,122.5,4.6,54.4,79.5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,0,1,14,1,1,13,3,3,14,3,2,4,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0.5,0.5,0,0,2.7,0,0.7,12.4,0.1,1.1,17.3,0.5,6.1,25,0.6,7.5,12.1,1.5,0,23.3,0,0,15.9
2021-12-16T15:30:43.703Z,0,0,2116,124,0,352,67,35,133,230,143,229,363,190,251,321,124,195,160,42,104,102,29,72,54,9,29,23,5,21,2,4,5,0,0,192.1,34.9,0,140,18,43.2,112.1,26.6,65.1,115.5,43.6,95.8,171.9,38.4,88,172.7,22.9,47.2,138.3,16.1,58.9,128.6,11.6,33.8,87.9,11.4,29.5,122.6,4.6,54.4,79.6,0,0,1,0,0,0,0,0,1,0,1,2,0,0,5,0,1,15,1,1,14,2,3,13,2,2,5,3,0,4,0,0,1,0,0,0.1,0,0,0,0,0,0.8,0,0.5,1,0,0,3.4,0,0.7,13.3,0.1,1.1,18.6,0.3,6.1,23.2,0.4,7.5,15.2,1.5,0,23.3,0,0,15.9
2021-12-16T19:12:00.477Z,0,0,2087,124,0,348,68,35,135,234,141,230,367,190,250,321,124,192,164,42,107,102,29,72,54,9,29,23,5,21,2,4,5,0,0,190,34.9,0,138.6,18.2,43.4,113.8,27.1,64.3,116.1,44.1,96,171.4,38.4,88.2,170.1,23.5,47.3,142.4,16,59,128.7,11.6,33.9,88,11.4,29.5,122.6,4.6,54.5,79.6,0,0,1,0,0,0,0,0,1,0,1,2,0,0,5,0,1,15,1,1,14,2,3,13,2,2,5,3,0,4,0,0,1,0,0,0.1,0,0,0,0,0,0.8,0,0.5,1,0,0,3.4,0,0.7,13.3,0.1,1.1,18.6,0.3,6.1,23.2,0.4,7.5,15.2,1.5,0,23.4,0,0,15.9
2021-12-17T03:44:43.413Z,0,0,2122,133,0,352,69,32,132,251,146,237,385,194,257,334,124,192,181,45,113,111,29,71,61,9,29,23,5,21,3,4,5,0,0,193.4,37.4,0,140.1,18.5,39.7,111.2,29,66.6,119.6,46.2,98,176.2,40,88.2,170.2,25.9,50.7,150.5,17.5,59,126.9,13.2,33.9,88.3,11.4,29.5,122.8,6.9,54.4,79.8,0,0,1,0,0,0,0,0,1,0,1,2,0,0,5,0,1,15,1,1,14,2,3,13,1,2,4,3,0,4,0,0,1,0,0,0.1,0,0,0,0,0,0.8,0,0.5,1,0,0,3.4,0,0.7,13.3,0.1,1.1,18.6,0.3,6.1,23.2,0.2,7.5,12.2,1.5,0,23.4,0,0,16
2021-12-17T11:12:00.573Z,0,0,2081,141,0,341,69,28,134,261,152,238,387,192,258,336,122,193,189,45,114,112,28,68,62,9,31,24,5,21,3,4,5,0,0,189.6,39.6,0,135.7,18.5,34.7,112.9,30.2,69.3,120.2,46.5,97,176.9,40.2,86.7,171.1,27.1,50.7,151.9,17.6,57,121.6,13.4,33.9,94.4,11.9,29.5,122.8,6.9,54.4,79.8,0,0,1,0,0,0,0,0,1,0,1,2,0,0,5,0,1,15,2,1,14,2,3,13,2,2,5,3,0,4,0,0,1,0,0,0.1,0,0,0,0,0,0.8,0,0.5,1,0,0,3.4,0,0.7,13.3,0.3,1.1,18.6,0.3,6.1,23.2,0.4,7.5,15.2,1.5,0,23.4,0,0,16
2021-12-18T16:26:23.127Z,0,0,2019,168,0,330,87,32,134,308,153,242,421,203,260,366,125,197,210,44,113,126,29,71,68,8,32,26,4,22,3,4,5,0,0,185.1,47.2,0,131.4,23.3,39.8,112.8,35.6,70,122.3,50.5,102.9,178.5,43.8,89.2,174.8,30.1,49.7,150.8,19.8,59.1,127,14.7,30.1,97.8,12.9,23.6,129.1,6.9,54.4,80.2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,5,0,1,14,2,1,15,2,3,13,1,2,7,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,3.4,0,0.7,12.4,0.3,1.1,20,0.3,6.1,23.3,0.2,7.5,21.4,1.5,0,35.2,0,0,16
2021-12-18T19:01:02.467Z,0,0,2016,168,0,327,88,32,134,308,150,242,420,203,260,369,125,195,210,44,112,127,29,71,70,9,32,26,4,22,3,4,5,0,0,184.9,47.2,0,130.2,23.6,39.9,112.8,35.6,68.6,122.3,50.4,102.9,178.5,44.1,89.2,173.1,30.1,49.7,149.5,20,59.1,127,15.1,33.9,97.8,12.9,23.6,129.1,6.9,54.4,80.2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,5,0,1,14,2,1,15,2,3,13,1,2,7,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,3.4,0,0.7,12.4,0.3,1.1,20,0.3,6.1,23.3,0.2,7.5,21.4,1.5,0,35.2,0,0,16
2021-12-19T04:35:31.560Z,0,0,2024,176,0,332,92,32,134,326,151,252,438,202,261,384,125,190,219,44,110,132,30,70,73,9,32,25,4,22,3,4,5,0,0,185.6,49.5,0,132.1,24.6,39.9,112.8,37.6,69.1,127.4,52.5,102.4,179.3,45.9,89.2,168.6,31.3,49.7,147,20.8,61.1,125.3,15.7,33.9,98.1,12.4,23.6,129.4,6.9,54.4,80.7,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,0,1,16,1,1,15,3,3,13,2,2,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.5,0.5,0,0,2.7,0,0.7,14.2,0.1,1.1,20,0.5,6.1,23.3,0.4,7.5,15.3,1.5,0,23.5,0,0,0
2021-12-19T19:49:23.727Z,0,0,1935,196,0,331,99,32,133,351,145,244,459,200,257,402,127,182,248,39,102,138,27,71,74,12,30,26,4,21,3,3,3,0,0,177.8,55.1,0,131.8,26.5,40,112.1,40.5,66.5,123.5,55,101.6,176.7,48,90.8,161.7,35.5,44.1,136.4,21.7,55.1,127.2,15.9,45.2,92.1,12.9,23.7,123.6,6.9,40.9,48.4,0,0,0,0,0,0,0,0,1,0,1,2,0,0,5,0,2,14,2,1,17,3,3,13,1,3,7,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,3.4,0,1.4,12.4,0.3,1.1,22.7,0.5,6.1,23.3,0.2,11.3,21.5,1.5,0,29.4,0,0,0
2021-12-20T06:39:39.567Z,1,0,2036,233,0,364,111,37,149,395,147,259,476,210,266,436,139,196,269,40,111,151,28,76,78,12,32,29,4,21,4,2,3,62.3,0,187.7,65.5,0,145,29.7,46.4,125.6,45.5,67.6,131.2,57,107,183,52,99.6,174.3,38.5,45.3,148.6,23.7,57.2,136.3,16.8,45.3,98.6,14.3,23.7,124,9.2,27.3,48.6,0,0,0,0,0,0,0,0,1,0,1,2,0,0,5,0,3,15,2,1,14,3,3,12,1,3,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,3.4,0,2.2,13.3,0.3,1.1,18.7,0.5,6.1,21.5,0.2,11.3,21.6,1.5,0,23.6,0,0,0
2021-12-20T11:13:52.173Z,0,0,2071,247,0,372,119,38,155,413,142,258,503,212,273,455,144,205,277,40,112,163,29,75,80,13,32,30,4,21,4,2,3,0,0,191.2,69.4,0,148.2,31.8,47.7,130.7,47.6,65.3,130.8,60.2,108,187.9,54.3,103.3,182.4,39.6,45.4,150,25.6,59.3,134.5,17.2,49.1,98.6,14.8,23.7,124,9.2,27.3,48.6,0,0,0,0,0,0,0,0,1,0,1,2,0,0,5,0,3,15,2,1,14,3,3,12,1,3,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,3.4,0,2.2,13.3,0.3,1.1,18.7,0.5,6.1,21.5,0.2,11.3,21.6,1.5,0,23.6,0,0,0
2021-12-20T15:55:15.010Z,0,0,2089,261,0,376,124,39,172,425,141,266,513,218,275,463,144,209,281,40,113,164,31,74,85,14,31,30,4,21,4,2,3,0,0,193.2,73.4,0,149.8,33.1,49.1,145.1,49,65,134.9,61.4,111.3,189.4,55.3,103.4,186,40.2,45.4,151.4,25.8,63.5,132.8,18.3,53,95.5,14.8,23.7,124,9.2,27.3,48.6,0,0,0,0,0,0,0,0,1,0,1,2,0,0,5,1,2,15,3,1,13,3,2,14,1,3,6,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,3.4,0.1,1.4,13.4,0.4,1.1,17.4,0.5,4.1,25.1,0.2,11.3,18.5,1.5,0,29.5,2.3,0,0
2021-12-20T20:12:59.170Z,0,0,2107,263,0,377,125,39,173,428,142,267,514,219,274,466,145,214,290,41,113,167,32,73,86,14,31,30,4,21,4,2,3,0,0,195.5,73.9,0,150.4,33.4,49.2,146,49.3,65.6,135.5,61.5,111.9,188.8,55.6,104.3,190.6,41.5,46.6,151.4,26.3,65.6,131,18.5,53,95.5,14.8,23.7,124.1,9.2,27.3,48.6,0,0,0,0,0,0,0,0,1,0,1,2,0,0,5,1,2,15,3,1,13,3,2,14,1,3,6,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,3.4,0.1,1.4,13.4,0.4,1.1,17.4,0.5,4.1,25.1,0.2,11.3,18.5,1.5,0,29.5,2.3,0,0
2021-12-21T05:59:54.237Z,1,0,2227,299,0,404,138,46,178,459,155,278,546,222,293,509,159,217,308,44,113,181,34,72,96,13,32,31,4,20,4,2,3,15.1,0,206.6,84,0,161,36.8,58,150.3,52.8,71.5,141.1,65.3,113.4,201.9,60.7,114.3,193.2,44,50,151.6,28.4,69.6,129.3,20.7,49.1,99,15.3,23.7,118.5,9.2,27.3,48.8,0,0,0,0,0,0,0,0,1,0,1,2,0,0,5,1,2,14,3,1,13,2,2,15,1,4,6,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,3.4,0.1,1.4,12.5,0.4,1.1,17.4,0.3,4.1,26.9,0.2,15.1,18.6,0.5,0,29.6,2.3,0,0
2021-12-21T16:25:22.210Z,2,0,2260,321,0,407,146,49,186,488,164,285,571,224,299,531,159,219,322,43,121,200,35,74,103,12,33,31,3,21,4,2,3,30.2,0,210.3,90.2,0,162.3,38.9,61.9,157.1,56.1,75.8,144.8,68.3,114.7,206.2,63.3,114.5,195.1,46,48.9,162.5,31.4,71.8,133,22.2,45.5,102.1,15.3,17.8,124.5,9.2,27.3,48.9,0,0,0,0,0,0,0,0,1,0,1,2,0,0,5,0,2,15,2,1,15,3,2,15,1,4,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,3.4,0,1.4,13.4,0.3,1.1,20.1,0.5,4.1,27,0.2,15.2,15.5,0.5,0,35.6,0,0,0
2021-12-21T19:31:54.877Z,2,0,2246,322,0,404,149,49,186,498,164,287,574,223,298,543,159,217,328,43,121,202,35,74,103,12,33,31,3,21,4,2,3,30.2,0,209.6,90.5,0,161.2,39.7,62.1,157.2,57.3,75.9,145.9,68.6,114.3,205.7,64.8,114.7,193.4,46.9,49,162.5,31.7,71.9,133,22.2,45.5,102.1,15.3,17.8,124.6,9.2,27.3,48.9,0,0,0,0,0,0,0,0,1,0,1,2,0,0,5,0,2,15,2,1,15,3,2,15,1,4,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.5,1,0,0,3.5,0,1.4,13.4,0.3,1.1,20.1,0.5,4.1,27,0.2,15.2,15.5,0.5,0,35.6,0,0,0
2021-12-22T07:04:11.873Z,2,0,2273,355,0,415,160,54,190,537,168,299,612,231,309,577,166,213,344,44,122,212,38,75,111,12,33,35,3,21,5,3,3,15.4,0,212.3,99.7,0,165.5,42.6,68.4,160.6,61.7,77.7,152,73.1,118.3,213.4,68.8,119.6,189.9,49.1,50.1,164,33.3,78,134.8,23.9,45.5,102.6,17.3,17.8,124.8,11.4,40.9,49,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,2,15,2,1,15,3,2,15,1,3,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,0,0,3.5,0,1.4,13.4,0.3,1.1,20.2,0.5,4.1,27,0.2,11.4,15.5,0.5,0,35.6,0,0,0
2021-12-22T15:03:11.267Z,2,0,2308,396,0,427,181,59,191,581,174,310,646,247,322,612,168,219,374,52,120,239,39,82,118,14,35,36,3,19,6,3,3,15.4,0,216.1,111.2,0,170.4,48.2,74.9,161.6,66.7,80.7,157.8,77.2,126.7,222.6,73,121.3,195.4,53.4,59.3,161.5,37.5,80.2,147.5,25.4,53.1,108.9,17.8,17.8,113,13.7,41,49,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,1,16,2,1,15,2,2,14,1,3,6,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,0,0,3.5,0,0.7,14.3,0.3,1.1,20.2,0.3,4.1,25.2,0.2,11.4,18.7,1,0,29.7,0,0,0
2021-12-23T06:36:18.250Z,5,0,2353,470,0,457,199,63,199,640,184,331,691,262,347,673,173,218,409,59,123,261,39,84,126,15,38,37,3,20,6,3,3,24.7,0,221.5,131.9,0,182.5,52.9,80.2,168.4,73.4,85.4,168.6,82.4,134.6,240.1,80.1,125,194.6,58.4,67.3,165.8,41,80.2,151.2,27.1,56.9,118.8,18.3,17.8,119.3,13.7,41,49.2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6,0,0,17,2,1,15,2,2,15,1,2,7,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,0,0,4.2,0,0,15.2,0.3,1.1,20.2,0.3,4.1,27,0.2,7.6,21.9,1,0,35.8,2.3,0,0
2021-12-23T18:54:05.457Z,8,0,2349,508,0,463,214,67,208,692,194,349,755,256,347,714,175,220,435,60,133,278,37,81,141,16,36,43,4,18,12,3,4,39.4,0,222.5,142.6,0,185.2,56.9,85.7,176.2,79.4,90.3,178,90,132,240.5,85,126.9,196.7,62.1,68.7,179.4,43.7,76.3,146,30.3,60.9,112.6,21.2,23.9,107.4,27.4,41,65.6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6,0,0,18,2,1,16,2,2,13,1,2,6,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,0,0,4.2,0,0,16.1,0.3,1.1,21.6,0.3,4.1,23.4,0.2,7.6,18.8,1,0,29.8,2.3,0,0
2021-12-23T19:56:04.730Z,8,0,2351,511,0,466,214,67,208,698,194,350,756,256,348,717,175,220,436,60,134,282,37,81,141,16,36,43,4,18,14,3,4,39.4,0,222.9,143.4,0,186.4,56.9,85.7,176.2,80.1,90.4,178.6,90.2,132,241.2,85.4,127,196.7,62.2,68.7,180.8,44.3,76.3,146,30.3,60.9,112.6,21.2,23.9,107.4,32,41,65.6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6,0,0,18,2,1,16,2,2,13,1,2,6,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,0,0,4.2,0,0,16.1,0.3,1.1,21.6,0.3,4.1,23.4,0.2,7.6,18.8,1,0,29.8,2.3,0,0
2021-12-24T07:41:32.380Z,10,0,2394,566,0,494,234,86,225,768,192,363,804,272,354,770,181,227,476,64,140,305,37,86,160,19,38,53,4,18,14,3,4,40.5,0,227.5,158.8,0,197.6,62.2,110.1,190.6,88,89.4,185.2,95.8,140.3,245.5,91.6,131.3,203,67.9,73.3,189,47.9,76.3,155.1,34.4,72.2,119.4,26.2,23.8,107.5,32,41,66.1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,18,2,1,15,2,2,15,1,3,8,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,0,0,3.5,0,0,16.1,0.3,1.1,20.3,0.3,4.1,27,0.2,11.4,25.1,1.5,0,23.9,6.9,0,0
2021-12-24T12:04:30.300Z,11,0,2373,583,0,506,244,89,230,791,194,371,815,274,362,779,184,231,487,66,143,319,39,89,167,18,38,56,4,18,17,3,4,44.5,0,226,163.5,0,202.5,64.8,114.2,194.9,90.7,90.5,189.4,97.1,141.7,251.3,92.7,133.8,206.8,69.5,75.7,193.2,50.1,80.5,160.5,35.9,68.5,119.4,27.7,23.9,107.5,38.8,41,66.1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,18,2,1,15,2,2,15,1,3,8,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,0,0,3.5,0,0,16.1,0.3,1.1,20.3,0.3,4.1,27.1,0.2,11.4,25.1,1,0,23.9,9.1,0,0
2021-12-25T15:18:09.103Z,13,0,2470,672,0,531,282,97,270,896,198,393,907,292,366,877,195,247,545,69,146,358,41,91,196,21,39,63,2,20,16,3,5,47,0,236.1,188.6,0,212.6,74.9,124.8,228.7,102.7,92.5,200.8,108.1,151.1,254.3,104.4,142,221.3,77.7,79.2,197.5,56.2,84.6,164.2,42.1,79.9,122.9,31.1,11.9,120,36.5,41,83,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,17,2,1,18,2,2,18,2,2,7,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,0,0,3.5,0,0,15.2,0.3,1.1,24.4,0.3,4.1,32.5,0.4,7.6,22.1,2.5,0,18,4.6,0,0
2021-12-25T20:50:32.890Z,13,0,2457,690,0,527,289,97,273,900,201,390,919,292,370,893,199,248,552,70,145,363,40,91,195,21,39,65,2,20,17,3,5,47,0,235.2,193.6,0,211,76.8,124.9,231.3,103.1,93.9,199.3,109.5,151.1,257.1,106.3,144.9,222.2,78.7,80.3,196.2,57,82.6,164.2,41.9,80,123,32.1,11.9,120,38.8,41,83,0,0,0,0,0,0,0,0,1,0,0,3,0,0,6,0,0,16,2,1,17,2,2,18,2,2,8,4,0,5,2,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1.5,0,0,4.2,0,0,14.3,0.3,1.1,23,0.3,4.1,32.5,0.4,7.6,25.2,2,0,30,4.6,0,0
2021-12-26T06:47:50.913Z,15,0,2461,727,0,530,317,101,274,908,206,394,933,299,378,922,203,252,570,72,145,380,40,92,203,21,39,65,2,20,16,3,6,42.1,0,235.6,203.8,0,212.1,84.1,130.1,232.1,103.9,96.3,201.4,111,154.7,262.8,109.6,147.8,225.7,81.3,82.6,196.5,59.6,82.6,166.1,43.6,79.9,123.4,32.1,11.9,120.1,36.5,41,100,0,0,0,0,0,0,0,0,1,0,0,3,0,0,6,0,0,17,1,1,19,2,2,18,3,2,9,5,0,5,1,0,1,0,0,0,0,0,0,0,0,0.8,0,0,1.5,0,0,4.2,0,0,15.2,0.1,1.1,25.7,0.3,4.1,32.5,0.6,7.6,28.5,2.5,0,30,2.3,0,16.7
2021-12-26T15:44:59.593Z,19,0,2377,786,0,532,335,107,272,941,207,393,960,297,372,940,200,253,613,75,142,396,40,93,199,21,40,64,2,20,17,3,6,53.3,0,227.8,220.3,0,213,88.8,138.2,230.6,107.6,96.9,201.1,114.2,154,258.9,111.8,146,226.8,87.4,86.2,192.6,62.2,82.7,168,42.8,80.1,126.7,31.6,11.9,120.2,38.8,41,100,0,0,0,0,0,0,0,0,1,0,0,3,0,0,6,0,0,16,1,1,18,2,2,18,2,2,8,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1.5,0,0,4.2,0,0,14.3,0.1,1.1,24.4,0.3,4.1,32.5,0.4,7.6,25.3,1.5,0,30,2.3,0,0
2021-12-27T05:49:19.647Z,25,0,2540,895,0,569,376,116,284,1002,221,398,1039,321,387,1047,216,271,679,77,147,451,40,98,236,23,41,77,3,20,19,2,6,59.2,0,245.2,250.7,0,228,99.5,150.7,241,114.4,103.8,204.1,123.5,166.9,269.6,124.4,158.1,243.2,96.7,88.7,199.7,70.8,82.9,177.2,50.7,87.9,130.5,38,17.9,120.4,43.3,27.3,100.5,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,14,1,1,19,2,2,18,2,1,7,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,1,0,0,3.5,0,0,12.6,0.1,1.2,25.8,0.3,4.1,32.6,0.4,3.8,22.3,1.5,0,30.1,0,0,0
